Marco Polo & The Sleeping Beauty,"Davidson, Avram & Grania Davies",5/95-- 6.5,6.5
"Priest Fainted, The","Davidson, Catherine Temma",4/98-- 7.4,7.4
Chopping Spree,"Davidson, Daine Mott",7/02-- 8,8
"Grilling Season, The","Davidson, Diane Mott",12/97-- 8,8
Killer Pancakes,"Davidson, Diane Mott",1/98-- 8,8
Stick & Scones,"Davidson, Diane Mott",4/01-- 8,8
Tough Cookie,"Davidson, Diane Mott",5/00-- 7.8,7.8
Double Shot,"Davidson, Diane Mott",3/05-- 7.6,7.6
Prime Cut,"Davidson, Diane Mott",11/98-- 7.6,7.6
"Cereal Murder, The","Davidson, Diane Mott",1/98-- 7.5,7.5
Dying for Chocolate,"Davidson, Diane Mott",1/98-- 7.5,7.5
"Last Suppers, The","Davidson, Diane Mott",1/98-- 7.5,7.5
"MAin Corpse, The","Davidson, Diane Mott",8/96-- 7,7
"Big Ballad Jamboree, The","Davidson, Donald",2/97-- 6,6
Kolymsky Heights,"Davidson, Lionel",2/95-- 6,6
"Fine and Private Place, A","Davies, Freda",11/01-- 6,6
Nest of Vipers,"Davies, Linda",3/95-- 7.5,7.5
Wilderness of Mirrors,"Davies, Linda",1/96-- 7,7
"Cunning Man, The","Davies, Robertson",2/95-- 6,6
Kiss It Away,"Davis, Carol Anne",5/04-- 7.5,7.5
Winter Range,"Davis, Claire",11/00-- 8.9,8.9
Season of the Snake,"Davis, Claire",4/05-- 7.1,7.1
Girl's Poker Night,"Davis, Jill A.",5/02-- 7.5,7.5
Somewhere Lies the Moon,"Davis, Kathryn Lynn ",12/99-- 6,6
Somewhere Lies the Moon,"Davis, Kathryn Lynn ",4/00-- 6,6
"Accusers, The","Davis, Lindsey",6/04-- 7,7
"Dying Light in Cordoba, A","Davis, Lindsey",7/00-- 6.5,6.5
One Virgin too Many,"Davis, Lindsey",11/00-- 6.5,6.5
Ode to A Banker,"Davis, Lindsey",8/01-- 6,6
Scandal Takes A Holiday,"Davis, Linsey",10/04-- 6,6
An Opening for Murder,"Davis, Nageeba",9/02-- 7.4,7.4
"Commander, The","Davis, Patrick A.",9/02-- 9,9
"Colonel, The","Davis, Patrick A.",7/01-- 8.6,8.6
"General, The","Davis, Patrick A.",5/98-- 8.5,8.5
Track of the Scorpion,"Davis, Val",2/97-- 8.5,8.5
"Mother-In-Law Diaries, The","Dawson, Carol",2/99-- 6.5,6.5
Witness to Evil,"Dawson, Jane",10/00-- 7,7
Nobody's Child,"Dawson, Janet",11/95-- 9,9
Where the Bodies are Buried,"Dawson, Janet",1/02-- 8.2,8.2
Where the Bodies are Buried,"Dawson, Janet",2/00-- 7.5,7.5
"Credible Threat, A","Dawson, Janet",2/97-- 7,7
Don't Turn Your Back on the Ocean,"Dawson, Janet",3/95-- 7,7
Cut to the Heart,"Day, Ava Dianne",6/02-- 7.1,7.1
Death Train to Boston,"Day, Dianne",2/00-- 7.9,7.9
"Bohemian Murders, The","Day, Dianne",9/97-- 7,7
Emperor Norton's Ghost,"Day, Dianne",12/98-- 7,7
Fire and Fog,"Day, Dianne",11/96-- 7,7
Lambs of God,"Day, Marele",6/98-- 7.8,7.8
Sovereign's Hold,"Dayton, Arrian Elys",12/00-- 7.3,7.6
Buried On Avenue B,"De Jonge, Peter",8/12-- 7.5,7.5
Memory & Dream,"de Lint, Charles",8/95-- 7.5,7.5
Someplace to be Flying,"De Lint, Charles",6/98-- 7,7
Into the Green,"De Lint, Charles",11/95-- 6.5,6.5
Forests of the Heart,"de Lint, Charles",8/00-- 6,6
"Return, The","De Mers, Joe",3/96-- 7,7
Pope Patrick,"De Rosa, Peter",10/97-- 7.5,7.5
Written in Fire,"DeAndrea, William L.",5/97-- 7.5,7.5
Killed in Fringe Time,"DeAndrea, William L.",11/95-- 6.5,6.5
Killed in the Fog,"DeAndrea, William L.",5/97-- 6,6
Killed in the Passion,"DeAndrea, William L.",6/97-- 6,6
Reading in the Dark,"Deane, Seamus",6/97-- 6,6
"Bone Crusher, The","Deaver, Jeffery",4/97-- 9.5,9.5
"Broken Window, The","Deaver, Jeffery",8/08-- 9.5,9.5
"Coffin Dancer, The","Deaver, Jeffery",10/98-- 9.5,9.5
"Bodies Left Behind, The","Deaver, Jeffery",1/09-- 9,9
"Empty Chair, The","Deaver, Jeffery",5/00-- 9,9
"Maiden's Grave, A","Deaver, Jeffery",9/95-- 9,9
"Stone Monkey, The","Deaver, Jeffery",3/02-- 9,9
"Devil's Teardrop, The","Deaver, Jeffery",8/99-- 8.9,8.9
Speaking in Tongues,"Deaver, Jeffery",12/00-- 8.8,8.8
"Sleeping Doll, the","Deaver, Jeffery",8/07-- 8.6,8.6
"Blue Nowhere, The","Deaver, Jeffery",4/01-- 8.5,8.5
Bone Collector,"Deaver, Jeffery",6/00-- 8.5,8.5
Twelfth Card,"Deaver, Jeffery",8/05-- 8.3,8.3
Vanished Man,"Deaver, Jeffery",5/03-- 8.3,8.3
"Cold Moon, the","Deaver, Jeffery",5/06-- 8,8
Hard News,"Deaver, Jeffery",4/12-- 8,8
Hard News,"Deaver, Jeffery",4/12-- 8,8
Bloody River Blues,"Deaver, Jeffery",7/01-- 7.8,7.8
Edge,"Deaver, Jeffery",12/10-- 7.8,7.8
Hell's Kitchen,"Deaver, Jeffery",9/01-- 7.5,7.5
Praying for Sleep,"Deaver, Jeffery",5/94-- 7.5,7.5
Roadside Crosses,"Deaver, Jeffery",7/09-- 7.5,7.5
XO,"Deaver, Jeffery",8/12-- 7.5,7.5
XO,"Deaver, Jeffery",8/12-- 7.5,7.5
Garden of the Beasts,"Deaver, Jeffery",7/04-- 7.1,7.1
Shallow Graves,"Deaver, Jeffery",2/01-- 7.1,7.1
Death of a Blue Moon Star,"Deaver, Jeffery",2/01-- 7,7
Twisted,"Deaver, Jeffery",1/04-- 7,7
Carte Blanche,"Deaver, Jeffery",8/11-- 6,6
Watchlist,"Deaver, Jeffery and others",2/10-- 5,5
"Lesson of Her Death, The","Deaver, Jeffrey",8/00-- 8.8,8.8
Foolish Undertaking,"deCastrique, Mark",5/06-- 7.8,7.8
Dangerous Undertaking,"deCastrique, Mark",8/03-- 7.2,7.2
From Prussia With Love,"Dechancre, John",2/97-- 7,7
Bronx Angel,"Dee, Ed",10/95-- 8,8
"Con Man's Daughter, The","Dee, Ed",12/03-- 7.5,7.5
Little Boy Blue,"Dee, Ed",2/97-- 7.5,7.5
Nightbird,"Dee, Ed",10/99-- 7.5,7.5
14 Peck Slip,"Dee, Ed",10/94-- 6,6
St. Francis,"Dee, Jonathan",2/96-- 6,6
"Watch, The","Deep, Joy & Roy-Bhattacharya",6/12-- 6.5,6.5
"Watch, The","Deep, Joy & Roy-Bhattacharya",6/12-- 6.5,6.5
"Irish Cottage Murder, The","Deere, Dicey",7/99-- 6,6
"Irish Cairn Murder, The","Deere, Dicey",6/02-- 5,5
Leopards Kill,"DeFelice, Jim",6/07-- 8.2,8.2
Duck Alley,"DeFilippi, Jim",11/99-- 7.2,7.2
Hope,"Deighton, Len",12/95-- 8,8
Mamista,"Deighton, Len",7/98-- 7.2,7.2
Charity,"Deighton, Len",12/96-- 7,7
Faith,"Deighton, Len",1/95-- 7,7
City of Gold,"Deighton, Len",11/95-- 6,6
Stoneskin's Revenge,"Deitz, Tom",12/99-- 7,7
Gryphon King,"Deitz, Tom",4/94-- 6,6
Fireshapers Doom,"Deitz, Tom",6/93-- 5,5
"Priest's Graveyard, The","Dekker, Ted",9/11-- 9,9
Adam,"Dekker, Ted",5/08-- 8.5,8.5
Skin,"Dekker, Ted",4/07-- 8.2,8.2
Thr3e,"Dekker, Ted",8/03-- 8.2,8.2
"Bride Collector, The","Dekker, Ted",5/10-- 8,8
Immanuel's Veins,"Dekker, Ted",10/10-- 8,8
Saint,"Dekker, Ted",8/07-- 8,8
Sinner,"Dekker, Ted",10/08-- 7.8,7.8
Heaven's Wager,"Dekker, Ted",3/11-- 7,7
"Sanctuary, The","Dekker, Ted  ",10/12-- 7,7
Burn,"Dekker, Ted & Erin Healy",3/10-- 8.2,8.2
Kiss,"Dekker, Ted & Erin Healy",2/09-- 8,8
Mortal,"Dekker, Ted & Tosca Lee",8/12-- 9,9
Mortal,"Dekker, Ted & Tosca Lee",8/12-- 9,9
Forbidden  ,"Dekker, Ted & Tosca Lee",11/11-- 7.8,7.8
Jinn,"Delaney, Matthew B. J.",2/03-- 7.4,7.4
Underworld,"Delillo, Don",9/97-- 7,7
Rathner's Star,"Delillo, Don",No,
"Outsider, The","Delinsky, Barbara",12/97-- 8,8
"Women's Place, A","Delinsky, Barbara",6/97-- 8,8
"Woman Next Door,The","Delinsky, Barbara",9/01-- 7.9,7.9
An Accidental Woman,"Delinsky, Barbara",8/02-- 7.8,7.8
Coast Road,"Delinsky, Barbara",8/98-- 7.6,7.6
"Summer I Dared, The","Delinsky, Barbara",8/04-- 7.3,7.3
Three Wishes,"Delinsky, Barbara",8/98-- 7.2,7.2
"Woman Betrayed, A","Delinsky, Barbara",3/02-- 7.2,7.2
Looking For Peyton Place,"Delinsky, Barbara",8/05-- 6,6
"Vineyard, The","Delinsky, Barbara",9/00-- 6,6
Darkness Falls,"DelVecchio,John M.",11/98-- 7,7
Plum Island,"Demille, Nelson",5/97-- 10,10
Wild Fire,"DeMille, Nelson",2/07-- 9.6,9.6
Spencerville,"Demille, Nelson",11/94-- 9,9
Up Country,"DeMille, Nelson",2/02-- 9,9
"Lion's Dance, The","DeMille, Nelson",1/00-- 8.7,8.7
"Charm School,The","Demille, Nelson",12/94-- 8.5,8.5
Night Fall,"DeMille, Nelson",11/04-- 8.1,8.1
"General's Daughter, The","Demille, Nelson",11/94-- 8,8
"Gate House, The","DeMille, Nelson",12/08-- 7.5,7.5
"Panther, The","DeMille, Nelson",11/12-- 7.5,7.5
By the Rivers of Babylon,"Demille, Nelson",6/95-- 6.5,6.5
"Talbot Odyssey, The","Demille, Nelson",4/95-- 6,6
Mayday,"DeMille, Nelson & Thomas Block",4/98-- 8.8,8.8
Vapors,"DeMott, Wes",5/99-- 8.7,8.7
Hyaenas,"Dengler, Sandy",2/99-- 8,8
Labyrinth,"Denker, Henry",4/95-- 8.5,8.5
"Place for Kathy, A","Denker, Henry",5/97-- 8,8
"King Maker, The","Denker, Henry",1/03-- 7,7
Star Wars: Tatooine Ghost,"Denning, Troy",4/03-- 7.3,7.3
Star By Star: Star Wars,"Denning, Troy",11/01-- 7.1,7.1
Lunatics,"Denton, Bradley",8/96-- 8,8
Alive and Well on Ganymede,"Denton, Bradley",8/98-- 7,7
Buddy Holly,"Denton, Bradley",8/98-- 6,6
"Devil's Hearth, The","Depoy, Philip",3/03-- 7,7
"Advocates Devil,The","Dershowitz, Alan M.",12/94-- 8.5,8.5
Just Revenge,"Dershowitz, Alan M.",11/99-- 7.6,7.6
Sugar & Spice,"Desforges, Saffina",12/12-- 9.5,9.5
Adams Fall,"Desmond, Sean",7/01-- 8,8
Hunting Season,"Deutermann, P. T.",4/01-- 9.4,9.4
"Cat Dancers, The","Deutermann, P. T.",1/06-- 9,9
Sweepers,"Deutermann, P. T.",8/97-- 9,9
Darkside,"Deutermann, P. T.",1/03-- 8,8
Trainman,"Deutermann, P. T.",10/99-- 7.9,7.9
Official Privilege,"Deutermann, P. T.",10/95-- 7.5,7.5
Zero Option,"Deutermann, P. T.",10/98-- 7.2,7.2
"Edge of Honor, The","Deutermann, P. T.",5/00-- 7,7
"Moonpool, The","Deutermann, P.T.",7/08-- 9.5,9.5
Nightwalkers,"Deutermann, P.T.",7/09-- 7.4,7.4
Uncommon Justice,"Devane, Terry",6/01-- 8.2,8.2
"Stain on the Robe, A","Devane, Terry",1/04-- 8.1,8.1
"Mulberry Tree, The","Deveraux, Jude",8/02-- 8,8
Someone to Love,"Deveraux, Jude",7/07-- 7.8,7.8
Wild Orchids,"Deveraux, Jude",8/03-- 7.6,7.6
Forever,"Deveraux, Jude",7/03-- 7.5,7.5
Always,"Deveraux, Jude",2/05-- 7.4,7.4
"Knight in Shining Armor, A","Deveraux, Jude",1/02-- 7.2,7.2
12 Drummers Drumming,"Deverell, Diana",8/98-- 7.2,7.2
Night on Fire,"Deverell, Diana",9/99-- 7,7
"Coal Cracker, The","Devers, John",1/00-- 7,7
Seductive,"Devine, thea",7/01-- 8,8
Into the Volcano,"DeVoe, Jr., Forrest",11/04-- 7.9,7.9
Wedding Night,"Devon, Gary",9/95-- 7.5,7.5
Sacrament of Lies,"Dewberry, Elizabeth",3/02-- 7.8,7.8
"Remorseful Day, The","Dexter, Colin",5/00-- 8,8
"Daughters of Cain, The","Dexter, Colin",5/95-- 7,7
Death is My Neighbor,"Dexter, Colin",1/98-- 7,7
"Paperboy, The","Dexter, Pete",12/96-- 8.5,8.5
Brotherly Love,"Dexter, Pete",12/96-- 8,8
Spooner,"Dexter, Pete",10/09-- 5,5
Jackie Disaster,"Dezenhall, Eric",8/03-- 7.4,7.4
Shakedown Beach,"Dezenhall, Eric",7/04-- 7.2,7.2
Fractal Paisleys,"Di Filippo, Paul",5/98-- 7,7
Fallen Angels,"Dial, Connie",11/12-- 6,6
Fallen Angels,"Dial, Connie",11/12-- 6,6
"Red Tent, The","Diamant, Anita",9/97-- 7,7
"Good Sister, The","Diamond, Diana",9/02-- 8.2,8.2
"Trophy Wife, The","Diamond, Diana",7/00-- 8,8
And Then You Die,"Dibdin, Michael",6/02-- 8,8
"Long Finish, A","Dibdin, Michael",9/98-- 7.2,7.2
"Rich Full Death, A","Dibdin, Michael",7/99-- 7,7
Blood Rain,"Dibdin, Michael",3/00-- 6,6
Dark Specter,"Dibdin, Michael",2/96-- 6,6
End Games,"Dibdin, Michael",10/07-- 5,5
Man in the High Castle,"Dick, Philip K.",No,
Indochine,"Dickason, Christie",12/96-- 7,7
Innocent Blood,"Dickey, Christopher",7/97-- 7.5,7.5
Resurrecting Midnight,"Dickey, Eric Jerome",2/10-- 7.8,7.8
Thieve's Paradise,"Dickey, Eric Jerome",8/02-- 7.8,7.8
Cheaters,"Dickey, Eric Jerome",7/99-- 7.2,7.2
Drive Me Crazy,"Dickey, Eric Jones",9/04-- 8.3,8.3
To the White Sea,"Dickey, James",8/98-- 7,7
Rumor Has It,"Dickinson, Charles",8/98-- 7.1,7.1
Death of the Jubilee,"Dickinson, David",5/03-- 6,6
Perfect Gallows,"Dickinson, Peter",2/98-- 7,7
Tulku,"Dickinson, Peter",6/95-- 7,7
Walking Dead,"Dickinson, Peter",2/98-- 6.8,6.8
Tulker,"Dickinson, Peter",6/94-- 5,5
Young Bleys,"Dickson, Gordon R.",3/93-- 9.5,9.5
"The Dragon, the Earl, and the Troll","Dickson, Gordon R.",1/95-- 9,9
"Dragon & the Gnarly King, The","Dickson, Gordon R.",8/97-- 8,8
"Dragon and the Djinn, The","Dickson, Gordon R.",2/96-- 8,8
"Dragon on the Border, The","Dickson, Gordon R.",1/92-- 8,8
"Dragon in Lyonsesse, The","Dickson, Gordon R.",12/98-- 7.8,7.8
Forever Man,"Dickson, Gordon R.",9/93-- 7,7
"Magnificent Wilf, The","Dickson, Gordon R.",3/97-- 7,7
Other,"Dickson, Gordon R.",9/94-- 7,7
"Soldier, Ask Not","Dickson, Gordon R.",5/94-- 7,7
Wolfling,"Dickson, Gordon R.",2/03-- 7,7
Dragon and the George,"Dickson, Gordon R.",yes,
Dragon at War,"Dickson, Gordon R.",yes,
Dragon Knight,"Dickson, Gordon R.",No,
Way of the Pilgrim,"Dickson, Gordon R.",no,
Wolf and Iron ,"Dickson, Gordon R.",No,
Home of the Horde,"Dickson, Gordon R.  ",2/03-- 7.5,7.5
Hour of the Gremlins,"Dickson, Gordon R. & Ben Bova",2/03-- 7.2,7.2
Gremlins Go Home,"Dickson, Gordon R. & Ben Bova",2/03-- 7,7
Some Death Before Dying,"Dickson, Peter",6/99-- 6.5,6.5
"Last Thing He Wanted, The","Didion, Joan",9/96-- 7,7
"Last Thing He Wanted, The","Didion, Joan",8/96-- 6.5,6.5
Eureka,"Diehl, William",2/02-- 9.5,9.5
Primal Fear,"Diehl, William",9/93-- 8.5,8.5
Shadow of Evil,"Diehl, William",9/95-- 8.5,8.5
Reign in Hell,"Diehl, William",10/97-- 8,8
Show of Evil,"Diehl, William",2/97-- 8,8
Thai Horse,"Diehl, William",9/93-- 8,8
Twenty Seven,"Diehl, William",9/93-- 8,8
"Emerald Storm, The","Dietrich, William",5/12-- 8,8
"Rosetta Key, The","Dietrich, William",8/08-- 8,8
"Emerald Storm, The","Dietrich, William",5/12-- 8,8
"Dakota Cipher, The","Dietrich, William",5/09--- 7.8,7.8
Ice Reich,"Dietrich, William",12/98-- 7.8,7.8
Napoleon's Pyramids,"Dietrich, William",11/08-- 7.5,7.5
Getting Back,"Dietrich, William",1/00-- 7,7
Dark Winter,"Dietrich, William",5/01-- 8,
Footprints in the Sand,"Dietz, Denise",1/00-- 8.6,8.6
Imperial Bounty,"Dietz, William C.",11/93-- 6,6
First Contact: Star Trek,"Dillard, J. M.",1/97-- 7,7
"Star Trek, Guardians","Dillard, J. M.",12/94-- 6,6
Baracuda Final Bearing,"DiMercurio, Michael",5/96-- 7,7
Terminal Run,"DiMicurio, Michael",11/02-- 7,7
Heart-Side Up,"Dimmik, Barbara",11/02-- 7.1,7.1
"Einstein Papers, The","Dirgo, Craig",7/99-- 8.6,8.6
Triple City,"Dish, Thomas M.",No,
Wyatt,"Disher, Gary",9/11-- 7.9,7.9
Raven and the Nightingal,"Dobson, Joanne",1/00-- 9,9
"Northbury Papers, The","Dobson, Joanne",2/00-- 8.5,8.5
Quieter Than Sleep,"Dobson, Joanne",4/98-- 8.2,8.2
Cold and Pure and Very Dead,"Dobson, Joanne",2/01-- 8,8
"Maltese Manuscript, The","Dobson, Joanne",5/03-- 7.8,7.8
Boy in the Water,"Dobyns, Stephen",7/99-- 8,8
Saratoga Bestiary,"Dobyns, Stephen",12/97-- 7.5,7.5
Saratoga Hexameter,"Dobyns, Stephen",12/97-- 7.5,7.5
"Church of Dead Girls, The","Dobyns, Stephen",8/97-- 7,7
Saratoga Fleshpot,"Dobyns, Stephen",11/95-- 7,7
Saratoga Strongbox,"Dobyns, Stephen",7/98-- 7,7
"Two Deaths of Senora Puccine, The","Dobyns, Stephen",11/95-- 6,6
Stone Junction,"Dodge, Jim",no,
The 13th Hour,"Doetsch, Richard",2/10-- 10,10
"Thieves of Heaven, The","Doetsch, Richard",5/10-- 8.5,8.5
"Thieves of Legend, The","Doetsch, Richard",12/12-- 8.4,8.4
Thieves of Faith,"Doetsch, Richard",5/10-- 8,8
"Demon Archer, The","Doherty, P. C.",3/01-- 7.5,7.5
"Slayers of Seth, The","Doherty, P. C.",9/02-- 7.5,7.5
"Mask of Ra, The","Doherty, P. C.",6/99-- 7.4,7.4
"Devil's Hunt, The","Doherty, P. C.",3/98-- 7,7
Corpse Candle,"Doherty, P. C.",12/02-- 6,6
"Horus Killings, The","Doherty, P. C.",6/00-- 6,6
Lost Girls,"Doherty, Robert",8/07-- 8,8
Area 51: The Reply,"Doherty, Robert",12/99-- 7,7
"Rock, The","Doherty, Robert",11/99-- 6.5,6.5
Bucking the Sun,"Doig, Ivan",5/96-- 7,7
Bad Things Happen,"Dolan, Harry",12/09-- 9.5,9.5
Very Bad Men,"Dolan, Harry",11/11-- 6,6
"Devil to Pay, The","Dold, Gaylord",7/99-- 9,9
Last Man in Berlin,"Dold, Gaylord",1/04-- 7.2,7.2
"Penny for the Old Guy, A","Dold, Gaylord",8/99-- 6,6
"Glass Ceiling, The","Donald, Anabel",11/95-- 6,6
In at the Deep End,"Donald, Anabel",3/95-- 6,6
Cajun Nights,"Donaldson, D.J.",1/97-- 7,7
Man Who Killed His Brother,"Donaldson, Stephen",11/02-- 8.5,8.5
Against All Things Ending,"Donaldson, Stephen",11/10-- 7,7
"Man Who Fought Alone, The","Donaldson, Stephen R.",12/01-- 9,9
"Man Who Tried To Get Away, The","Donaldson, Stephen R.",4/05-- 7.8,7.8
"Runes of Earth, The - Last Chronicles of Thomas Covenant","Donaldson, Stephen R.",10/04-- 7.6,7.6
Fatal Revenant,"Donaldson, Stephen R.",10/07-- 7.5,7.5
Reave the Just and other Stories,"Donaldson, Stephen R.",1/99-- 7.2,7.2
Chaos And Order Bk4 The Gap into Madness,"Donaldson, Stephen R.",7/94-- 7,7
This Day All Gods Die The Gap Saga,"Donaldson, Stephen R.",4/96-- 7,7
Dark and Hungry God Arises Bk3 Gap into Power,"Donaldson, Stephen R.",yes,
Forbidden Knowledge,"Donaldson, Stephen R.",Yes,
Illearth War Bk2 Chronicles of Thomas Covenant,"Donaldson, Stephen R.",yes,
Lord Foul's Bane Bk1 Chronicles of Thomas Covenant,"Donaldson, Stephen R.",yes,
Man Rides Through Vol.2 Mordant's Need,"Donaldson, Stephen R.",yes,
Mirror of Her Dreams Vol.1 Mordant's Need,"Donaldson, Stephen R.",yes,
One Tree Bk2 2nd Chronicles Thomas Covenant,"Donaldson, Stephen R.",yes,
Power That Preserves Bk3 Chronicles Thomas Covenant,"Donaldson, Stephen R.",yes,
Real Story,"Donaldson, Stephen R.",Yes,
White Gold Wielder Bk3 2nd Chronicles Thomas Covenant,"Donaldson, Stephen R.",yes,
"Wounded Land ,Bk1 2nd Chronicles of Thomas Covenant","Donaldson, Stephen R.",yes,
Into the Wilderness,"Donati, Sara",12/98-- 7.4,7.4
Dawn on a Distant Shore,"Donati, Sara",3/00-- 7,7
Lake in the Clouds,"Donati, Sara",10/02-- 7,7
Assualt On Atlantis,"Donegan, Greg",8/04-- 7.2,7.2
Atlantis,"Donegan, Greg",12/99-- 6,6
Died to Match,"Donnelly, Deborah",11/02-- 7.9,7.9
"Winter Rose, The","Donnelly, Jennifer",2/08-- 7,7
Slammerkin,"Donoghue, Emma",11/01-- 7,7
Sensei,"Donohue, John",4/03-- 7.4,7.4
"Rising, The","Doohan, James & S.M.Stirling",6/97-- 7,7
Bet Your Life,"Dooling, Richard",1/03-- 9,9
Brain Storm,"Dooling, Richard",4/98-- 8.8,8.8
White Man's Grave,"Dooling, Richard",4/98-- 7.6,7.6
Safer,"Doolittle, Sean",8/09-- 8,8
Blowout,"Dorgan, Byron & David Hagberg",6/12-- 6,6
Florida Roadkill,"Dorsey, Tim",8/99-- 6,6
Hammerhead Ranch Motel,"Dorsey, Tim",8/00-- 6,6
Alive In Necropolis,"Dorst, Doug",10/08-- 6,6
Dead Soul,"Doss, James D.",3/04-- 7.8,7.8
"Shaman's Game, The","Doss, James D.",10/98-- 7.5,7.5
Wictch's Tongue,"Doss, James D.",9/04-- 7.5,7.5
"Old Gray Wolfe, The","Doss, James D.",1/13-- 7.5,7.5
"Shaman Laughs, The","Doss, James D.",12/95-- 7,7
Three Sisters,"Doss, James D.",2/08-- 6,6
White Shell Woman,"Doss, James D.",1/02-- 6,6
Complete Book of Long Distance&Competitive Cycling,"Doughty, Tom",no,
Cup of Clay Bk1 Taliswoman,"Douglas, Carole Nelson",92---- 8,8
Seed Upon the Wind Bk2 Taliswoman,"Douglas, Carole Nelson",3/93-- 8,8
Cat in a Leopard Spot,"Douglas, Carole Nelson",4/01-- 7.4,7.4
Cat in a Golden Garland,"Douglas, Carole Nelson",2/98-- 7.2,7.2
Cat in a Golden Garland,"Douglas, Carole Nelson",1/98-- 7,7
Cat in a Jeweled Jumpsuit,"Douglas, Carole Nelson",10/99-- 7,7
Cat in a Kiwi Con,"Douglas, Carole Nelson",4/00-- 7,7
Cat in a Midnight Choir,"Douglas, Carole Nelson",9/02-- 7,7
Cat in an Indigo Mood,"Douglas, Carole Nelson",6/99-- 7,7
Catona Hyacinth Hunt,"Douglas, Carole Nelson",7/98-- 7,7
Castle Rouge,"Douglas, Carole Nelson",9/02-- 6.5,6.5
Cat in a Diamond Dazzle,"Douglas, Carole Nelson",7/96-- 6.5,6.5
Chapel Noir,"Douglas, Carole Nelson",10/01-- 6.5,6.5
Cat in a Crimson Haze,"Douglas, Carole Nelson",5/95-- 6,6
Cat in a Flamingo Fedora,"Douglas, Carole Nelson",7/97-- 6,6
Cat In A Neon Nightmare,"Douglas, Carole Nelson",6/03-- 6,6
Spider Dance,"Douglas, Carole Nelson",11/04-- 6,6
Cat on a Blue Monday,"Douglas, Carole Nelson",10/95-- 5,5
Zero Philadelphia,"Douglas, James",8/97-- 7,7
Man Down,"Douglas, John",12/02-- 7.8,7.8
Broken Wings,"Douglas, John & Mark Olshaker",12/99-- 7.9,7.9
Starman: Bk 3 Wayfarer Redemption,"Douglas, Sara",5/02-- 7.4,7.4
Beyond the Hanging Wall,"Douglas, Sara",10/03-- 7.3,7.3
Enchanter: Bk2 Wayfarer Redemption,"Douglas, Sara",5/02-- 7.3,7.3
Wayfarer Redemption Bk 1,"Douglas, Sara",2/02-- 7,7
Chinese Checkers,"Doumani, Carol",11/96-- 8.5,8.5
Head Game,"Down, Tim",2/07-- 9,9
Plague Maker,"Downs, Tim",3/06-- 8.6,8.6
"Woman Who Walked into Doors, The","Doyle, Roddy",5/96-- 6,6
"Witch of Exmoor, The","Drable, Margaret",9/97-- 6,6
Vengeance,"Drake, David",11/95-- 8,8
"Voyage, The","Drake, David",10/97-- 6.5,6.5
All the Way to the Gallows,"Drake, David",1/97-- 6,6
Through the Breach,"Drake, David",10/97-- 6,6
When the Tide rises,"Drake, David",10/08-- 6,6
Egypt: The Book of Choas,"Drake, Nick",1/12-- 7,7
Egypt: The Book of Choas,"Drake, Nick",1/12-- 7,7
Come the Morning,"Drake, Shannon",4/99-- 6,6
Hadarian's Walls ,"Draper, Roberts",5/99-- 7.3,7.3
Short Cut,"Dreske, Jo",7/98-- 7,7
Head Games,"Dreyer, Eileen",4/04-- 7.9,7.9
With A Vengeance,"Dreyer, Eileen",4/03-- 7.9,7.9
The Two Georges,"Dreyfuss, Richard & Harry Turtledove",2/96-- 6,6
"Lucky Man, Lucky Woman","Driscoll, Jack",3/99-- 7,7
Full Moon Bloody Moon,"Driver, Lee",1/01-- 8,8
Managing in a Time of Change,"Drucker, Peter F.",2/96-- 7,7
"Distant Hero, A","Drummond, Emma",3/98-- 6,6
Public Men,"Drury, Allen",12/98-- 7.1,7.1
"Thing of State, A","Drury, Allen",9/95-- 6,6
Journals of Eleanor Druse,"Druse, Eleanor",4/04-- 7.1,7.1
Sorry,"Drvenkar, Zoran",12/11-- 7.8,7.8
Charon's Landing,"Du Brul, Jack",8/99-- 8,8
Vulcan's Forge,"Du Brul, Jack ",7/99-- 7.8,7.8
Dark Matter,"Duane, Diane",1/94-- 8,8
Spock's World Star Trek,"Duane, Diane",12/94-- 7,7
Thanksgiving,"Dubdin, Michael",4/01-- 7.4,7.4
Black Tides,"Dubois, Brendan",4/95-- 9,9
Killer Waves,"DuBois, Brendan",6/02-- 8.5,8.5
Shattered Shell,"Dubois, Brendan",10/99-- 8,8
Resurrection Day,"Dubois, Brendan",7/99-- 6.5,6.5
"Medusa Stone, The","DuBrul, Jack",5/01-- 8,8
House of Sand and Fog,"Dubus III, Andre",4/01-- 7.1,7.1
Bloodlines,"Ducker, Bruce",3/00-- 6,6
"God House, The","Due, Tanamarine",10/03-- 7,7
Joplin' Ghost,"Due, Tananarive",5/06-- 7.3,7.3
My Soul to Keep,"Due, Tananarive",8/97-- 7,7
Memphis Ribs,"Duff, Gerald",5/99-- 7,7
Damagge Control,"Dugoni, Robert",4/07-- 9,9
Wrongful Death,"Dugoni, Robert",7/09-- 7.8,7.8
At The Edge,"Dun, David",4/02-- 7.8,7.8
False Images,"Dunbar, Catherine",1/01-- 6.5,6.5
Cutting Edge Bk1 A Handful of Men,"Duncan, Dave",4/93-- 9,9
"Cursed, The","Duncan, Dave",12/97-- 7,7
"Cursed, The","Duncan, Dave",8/96-- 7,7
